Alérgenos,Cantidad Neta:,Cantidad neta del alimento (Formato texto libre):,Código EAN Producto:,Declaración Alérgeno:,Declaración Nutricional:,Descripción de la variante de producción:,Descripción del rango de raciones:,Descripción producto,Descripción:,Dirección Proveedor:,Fecha efectiva de la variante de producción:,Instrucciones Uso:,Lista Ingredientes:,Marca:,Menciones Obligatorias:,Modo de empleo:,Nombre Alimento:,Nombre Proveedor:,Número Raciones:,Pais Origen:,Peso Neto:,Porcentaje Alcohol:,Variedad:,child_1_cat,child_2_cat,child_3_cat,child_4_cat,child_5_cat,price,product_id,root_cat
"['cebada', 'pescado', 'Contiene gluten y pescado']",150 ML,,05000111040983,,,,," SALSA PERRINS, PERRINS, BOTELLA 160 g",LP salsa worcestershire (perrins) cristal 150 ml,"Ctra. Rincón de Soto-Corella km 2,8. 26540 Alfaro (La Rioja)",,"Vinagre de malta (cebada), vinagre de alcohol, melaza, azúcar, sal, anchoas (pescado), extracto de tamarindo, cebolla, ajo, especias, aromas. Contiene gluten y pescado","['Vinagre de malta (cebada)', ' vinagre de alcohol', ' melaza', ' azúcar', ' sal', ' anchoas (pescado)', ' extracto de tamarindo', ' cebolla', ' ajo', ' especias', ' aromas. Contiene gluten y pescado']",LP,,Mantener en un lugar seco y temperatura ambiente,Salsa especiada,H.J. Heinz Foods Spain S.L.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 16,88 Euros",17244,ALIMENTACION
"['leche', 'Frutos de cáscara', 'leche, huevo', 'leche', 'Pecorino Romano DOP', 'leche', 'leche']",190 g,,08015559300091,"Aceite de girasol, albahaca 29,9%, yogur (leche), anacardos (Frutos de cáscara) 4,5%, Grana Padano DOP 4,5% (leche, huevo), proteínas de la leche, sal, azúcar, Pecorino Romano DOP 1,2%, suero de leche, aceite de oliva virgen extra, fécula de patata, aroma natural de albahaca, aroma natural de pimienta blanca, goma garrofín, aroma natural (leche), ajo, perejil, acidulante: acido láctico; antioxidante: acido áscorbico. Puede contener trazas de otros frutos secos , pescado, apio y sulfitos.",,,," SALSA PESTO A LA GENOVESA, GARDENFOOD, TARRO 190 g",Gardenfood Pesto alla Genovese,VIA C. BATTISTI 1059 51015 MONSUMMANO TERME (PT) ITALIA,,"anacardos (Frutos de cáscara), leche, huevo","['Aceite de girasol', ' albahaca 29', '9%', ' yogur (leche)', ' anacardos (Frutos de cáscara) 4', '5%', ' Grana Padano DOP 4', '5% (leche', ' huevo)', ' proteínas de la leche', ' sal', ' azúcar', ' Pecorino Romano DOP 1', '2%', ' suero de leche', ' aceite de oliva virgen extra', ' fécula de patata', ' aroma natural de albahaca', ' aroma natural de pimienta blanca', ' goma garrofín', ' aroma natural (leche)', ' ajo', ' perejil', ' acidulante: acido láctico; antioxidante: acido áscorbico. Puede contener trazas de otros frutos secos ', ' pescado', ' apio y sulfitos.']",-,,,Pesto alla genovese,F.lli Polli S.p.A.,,,190 g,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 6,58 Euros",17235,ALIMENTACION
"['Leche', 'NATA', 'Leche', 'leche']",200 ML,3x200ml,08480000102508,,,,1," BECHAMEL, HACENDADO, MINIBRICK PACK 3 x 200 cc - 600 cc",Salsa Bechamel Hacendado pack 3x200 ml,C/Mayor 56 - 14400 Pozoblanco (Córdoba),,ES 26.015733/CO. Sin gluten.,"['Leche entera', '.NATA (40% materia grasa). almidón de maíz.Leche condensada (8% de materia grasa). maltodextrina', ' estabilizante (E-415', ' E-460 y E-466)sal. leche en polvo desnatada.aroma y colorante caramelo (E-150a).']",Hacendado,"Leche entera,.NATA (40% materia grasa). almidón de maíz.Leche condensada (8% de materia grasa). maltodextrina, estabilizante (E-415, E-460 y E-466)sal. leche en polvo desnatada.aroma y colorante caramelo (E-150a).",,Salsa Bechamel UHT,S.C.A. GANADERA DEL VALLE DE LOS PEDROCHES (COVAP),,España,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 LITRO: 2,58 Euros",10250,ALIMENTACION
[],80 g,.,08480000331229,,,,1 ración," JENGIBRE PARA SUSHI Y PESCADO, , BOTE 80 g",Jengibre amarillo encurtido para sushi,"C/Valencia nº 5, 46016 Tavernes Blanques (Valencia)",,"Jengibre, agua, sal, ácido acético, ácido cítrico, potenciador del sabor E621, edulcorantes E951, E955, E954, conservante E202. *Contiene Aspartamo (una fuente de fenilalanina).","['Jengibre', ' agua', ' sal', ' ácido acético', ' ácido cítrico', ' potenciador del sabor E621', ' edulcorantes E951', ' E955', ' E954', ' conservante E202. *Contiene Aspartamo (una fuente de fenilalanina).']",.,,Conservar en un lugar seco y protegido de la luz. Una vez que esté abierto guardarlo por debajo de 10? y consumirlo en 14 días.,Jengibre para sushi y pescado,Mercadona S.A.,1,China,,,.,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"100 GR: 1,69 Euros",33122,ALIMENTACION
"['leche', 'huevo']",200 g,,08437010931451,,,,," MOJO ROJO SUAVE CANARIO, HACENDADO, TARRO 200 g",Mojo Canario Suave tarro 200g,"C/ Benjamín Franklin, calle 3, nave 2 Polígono Industrial San Isidro (La Campana)",,"Perfecta para acompañar todo tipo de carnes a la brasa o a la parrilla, pescados, pastas, embutidos y ensaladas. Excelente marinador de carnes y pescados. Ideal para barbacoas.","['Aceite de girasol', ' pimienta 30%', ' vinagre de alcohol', ' agua', ' ajo', ' sal', ' especias', ' espesante: goma Xantana', ' conservador: sorbato potásico', ' acidulante: ácido cítrico. Puede contener trazas de leche y sus derivados y huevo.']",Hacendado,"Aceite de girasol, pimienta 30%, vinagre de alcohol, agua, ajo, sal, especias, espesante: goma Xantana, conservador: sorbato potásico, acidulante: ácido cítrico. Puede contener trazas de leche y sus derivados y huevo.","Una vez abierto, mantener en nevera (5°C)",Mojo Suave,Mojos Guachinerfe S.L,,España,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 9,25 Euros",17167,ALIMENTACION
[],350 g,,08480000173348,,,,," SALSA AGRIDULCE, HACENDADO, BOTE 350 g",Salsa Agridulce 350 gr.,Crta. De Calahorra km. 1 26560 Autol (La Rioja),,"Agua, azúcar,  vinagre de manzana, vinagre de alcohol, tomate, almidón de maíz y aroma.","['Agua', ' azúcar', '  vinagre de manzana', ' vinagre de alcohol', ' tomate', ' almidón de maíz y aroma.']",Hacendado,,,Salsa Agridulce,Conservas el Cidacos S.A.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 2,83 Euros",17334,ALIMENTACION
[],250 ML,,04006824001496,,,"Sin gluten, Sin adicíon de conservantes, Sin Potenciadores del sabor",," SALSA BARBACOA DULCE PICANTE, DEVELEY, BOTELLA 250 cc",Salsa Barbacoa dulce picante 250ml,82001 Unterhaching,,,"['Ingredientes: pasta de tomate', ' azúcar', ' agua', ' vinagre de alcohol', ' vinagre de manzana', ' almidón modificado de maíz', ' sal', ' azúcar moreno', ' pasta de tamarindo', ' jarabe de azucar caramelizado', ' especias (contiene MOSTAZA)', ' aroma de humo', ' maltodextrina ahumada.']",DEVELEY,"Ingredientes: pasta de tomate, azúcar, agua, vinagre de alcohol, vinagre de manzana, almidón modificado de maíz, sal, azúcar moreno, pasta de tamarindo, jarabe de azucar caramelizado, especias (contiene MOSTAZA), aroma de humo, maltodextrina ahumada.",,Salsa Barbacoa  Dulce Picante,Develey Senf & Feinkost GmbH,,Polonia,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 LITRO: 5,00 Euros",17373,ALIMENTACION
[],350 g,,08480000173461,,,,," SALSA BARBACOA, HACENDADO, BOTE 350 g",Salsa Barbacoa 350 gr.,Crta. De Calahorra km. 1 26560 Autol (La Rioja),,"Tomate, azúcar, almidón de maíz, vinagre de alcohol, sal, cebolla, acidulante (ácido cítrico),aromas, conservadores (sorbato potásico y benzoato sódico) y colorante (caramelo).","['Tomate', ' azúcar', ' almidón de maíz', ' vinagre de alcohol', ' sal', ' cebolla', ' acidulante (ácido cítrico)', 'aromas', ' conservadores (sorbato potásico y benzoato sódico) y colorante (caramelo).']",Hacendado,,,Salsa Barbacoa,Conservas el Cidacos S.A.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 2,83 Euros",17346,ALIMENTACION
[],300 g,,08480000171696,,,,," SALSA BOLOÑESA, HACENDADO, TARRO 300 g",Salsa Boloñesa tar. 300 gr.,Crta. De Calahorra km. 1 26560 Autol (La Rioja),,"Tomate, zanahoria, carne de ternera, aceite de oliva (9.1%), azúcar, cebolla, carne de cerdo, sal, almidón de maíz, ajo y especias.","['Tomate', ' zanahoria', ' carne de ternera', ' aceite de oliva (9.1%)', ' azúcar', ' cebolla', ' carne de cerdo', ' sal', ' almidón de maíz', ' ajo y especias.']",Hacendado,,,Salsa Boloñesa con aceite de oliva,Conservas el Cidacos S.A.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 3,83 Euros",17169,ALIMENTACION
[],320 g,,08480000173041,,,,," SALSA BRAVA (MAS PICANTE), HACENDADO, BOTE 320 g",Salsa Brava picante 320 gr.,Crta. De Calahorra km. 1 26560 Autol (La Rioja),,"SUGERENCIAS DE USO: Ideal para patatas bravas, carnes asadas y a la parrilla y barbacoas.","['Tomate', ' azúcar', ' almidón de maíz', ' aceite de girasol', ' cebolla', ' sal', ' ajo', ' acidulante (ácido cítrico)', ' especia y conservadores (sorbato potásico y benzoato sódico)']",Hacendado,"Tomate, azúcar, almidón de maíz, aceite de girasol, cebolla, sal, ajo, acidulante (ácido cítrico), especia y conservadores (sorbato potásico y benzoato sódico)",,Salsa Brava picante,Conservas el Cidacos S.A.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 2,56 Euros",17304,ALIMENTACION
[],250 ML,,04006824996686,,,"Sin gluten, Sin adicíon de conservantes, Sin Potenciadores del sabor",," SALSA BURGER, DEVELEY, BOTE 250 cc",Develey Salsa Burger 250ml,82001 Unterhaching,,,"['Ingredientes: aceite de colza', ' agua', ' pasta de tomate', ' pepinillo', ' azúcar', ' vinagre de alcohol', ' cebolla', 'SEMILLA DE MOSTAZA', ' almidón modificado de maíz', ' sal', ' PROTEINA DE LECHE', ' especias', ' espesante (goma xantana)', ' extracto de especias', ' endurecedor (cloruro cálcico).']",DEVELEY,"Ingredientes: aceite de colza, agua, pasta de tomate, pepinillo, azúcar, vinagre de alcohol, cebolla,SEMILLA DE MOSTAZA, almidón modificado de maíz, sal, PROTEINA DE LECHE, especias, espesante (goma xantana), extracto de especias, endurecedor (cloruro cálcico).",,Salsa Burger,Develey Senf & Feinkost GmbH,,Polonia,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 LITRO: 5,00 Euros",17347,ALIMENTACION
[],330 g,,08480000173874,,,,," SALSA CAJUN (PICANTE), HACENDADO, BOTE 330 g",Salsa Cajun picante 330 gr.,Crta. De Calahorra km. 1 26560 Autol (La Rioja),,"SUGERENCIAS DE USO: Patatas, carnes, pescados, ensaladas, verduras.","['Tomate', ' azúcar', ' vinagre de alcohol', ' sal', ' cebolla', ' almidón de maíz', ' concentrado de limón', ' conservadores (sorbato potásico y benzoato sódico)', ' colorante (caramelo)', ' especias y aromas de humo.']",Hacendado,"Tomate, azúcar, vinagre de alcohol, sal, cebolla, almidón de maíz, concentrado de limón, conservadores (sorbato potásico y benzoato sódico), colorante (caramelo), especias y aromas de humo.",,Salsa Cajun,Conservas el Cidacos S.A.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 3,48 Euros",17387,ALIMENTACION
"['quesos', 'leche', 'yema de huevo', 'mostaza', 'leche, mostaza y pescado']",310 ML,,08480000173669,,,,," SALSA CESAR, HACENDADO, BOTE 310 cc",Salsa César 310 ml.,Crta. De Calahorra km. 1 26560 Autol (La Rioja),,"Agua, aceite de girasol, azúcar, quesos (contiene leche), cebolla, vinagre de alcohol, sal, almidón de maíz, yema de huevo pasteurizada, mostaza de Dijon, especias, aromas  (contiene leche, mostaza y pescado), conservador (sorbato potásico), acidulante (ácido láctico) y espesantes (goma guar y goma xantana). Los productos lácteos utilizados han sido previamente pasteurizados.","['Agua', ' aceite de girasol', ' azúcar', ' quesos (contiene leche)', ' cebolla', ' vinagre de alcohol', ' sal', ' almidón de maíz', ' yema de huevo pasteurizada', ' mostaza de Dijon', ' especias', ' aromas  (contiene leche', ' mostaza y pescado)', ' conservador (sorbato potásico)', ' acidulante (ácido láctico) y espesantes (goma guar y goma xantana). Los productos lácteos utilizados han sido previamente pasteurizados.']",Hacendado,,,Salsa César,Conservas el Cidacos S.A.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 LITRO: 3,71 Euros",17366,ALIMENTACION
[],250 ML,,04006824004992,,,"Sin gluten, Sin adicíon de conservantes, Sin Potenciadores del sabor",," SALSA CHIMICHURRI, DEVELEY, BOTELLA 250 g",Develey Salsa Chimichurri 250ml,82001 Unterhaching,,,"['Ingredientes: agua', ' vinagre de alcohol', ' jarabe de glucosa - fructosa', ' sal', ' ajo', ' pimiento morrón', ' hierbas', ' espesante (goma xantana)', ' cebolla', ' aroma natural', ' especias.']",DEVELEY,"Ingredientes: agua, vinagre de alcohol, jarabe de glucosa - fructosa, sal, ajo, pimiento morrón, hierbas, espesante (goma xantana), cebolla, aroma natural, especias.",Variante,Salsa Chimichurri,Develey Senf & Feinkost GmbH,,Polonia,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 LITRO: 5,00 Euros",17364,ALIMENTACION
"['proteína láctea,']",285 g,,08480000170811,,,,," SALSA ESTILO ARGENTINO, HACENDADO, TARRO 285 g",Salsa estilo argentino 285 gr.,Crta. De Calahorra km. 1 26560 Autol (La Rioja),,"Tomate, aceite de girasol, ajo, azúcar, vinagre de vino, almidón de maíz, proteína láctea, especias, sal, colorante, (beta-caroteno), espesante (goma guar), conservador (sorbato potásico) y aroma.","['Tomate', ' aceite de girasol', ' ajo', ' azúcar', ' vinagre de vino', ' almidón de maíz', ' proteína láctea', ' especias', ' sal', ' colorante', ' (beta-caroteno)', ' espesante (goma guar)', ' conservador (sorbato potásico) y aroma.']",Hacendado,,"Una vez abierto, conservar en frigorífico.",Salsa estilo argentino,Conservas el Cidacos S.A.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 4,21 Euros",17081,ALIMENTACION
[],315 g,,08480000171702,,,,," SALSA MEXICANA, HACENDADO, TARRO 315 g",Salsa Mexicana tarro 315 gr.,Crta. De Calahorra km. 1 26560 Autol (La Rioja),,"Tomate, cebolla, pimiento verde, vinagre de vino, almidón de maíz, azúcar, zumo de limón concentrado, ajo, sal y especias.","['Tomate', ' cebolla', ' pimiento verde', ' vinagre de vino', ' almidón de maíz', ' azúcar', ' zumo de limón concentrado', ' ajo', ' sal y especias.']",Hacendado,,,Salsa Mexicana,Conservas el Cidacos S.A.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 3,81 Euros",17170,ALIMENTACION
"['huevo', 'huevo', 'mostaza', 'huevo', 'mostaza', 'soja', 'pescado', 'lácteos', 'piñones']",300 ML,,08480000172631,,,,," SALSA MIEL MOSTAZA, HACENDADO, BOTE 300 cc",Salsa Miel Mostaza Hacendado 300ml.,"Pol. Ind. El Ramal, Crta. de Sartaguda, 10 - 31580 Lodosa (Navarra)",,Sin gluten.,"['Aceite de girasol', ' agua', ' miel (15%)', ' vinagre de alcohol', ' yema de huevo (yema de huevo pasteurizada y sal)', ' semillas de mostaza (2%)', ' azúcar', ' sal', ' estabilizantes: goma xantana y alginato sódico', ' conservante: sorbato potásico', ' aroma', ' antioxidantes: E-385 y E-306 y colorante: luteina.  Contiene huevo y mostaza. Puede contener trazas de soja', ' pescado', ' productos lácteos y piñones.']",Hacendado,"Aceite de girasol, agua, miel (15%), vinagre de alcohol, yema de huevo (yema de huevo pasteurizada y sal), semillas de mostaza (2%), azúcar, sal, estabilizantes: goma xantana y alginato sódico, conservante: sorbato potásico, aroma, antioxidantes: E-385 y E-306 y colorante: luteina.  Contiene huevo y mostaza. Puede contener trazas de soja, pescado, productos lácteos y piñones.",,Salsa Miel Mostaza,Productos Naturales de la Vega S.L.U,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 LITRO: 4,00 Euros",17263,ALIMENTACION
[],300 g,,08480000172693,,,,," SALSA NAPOLITANA, HACENDADO, TARRO 200 cc",Salsa Napolitana tarro 300 gr.,Crta. De Calahorra km. 1 26560 Autol (La Rioja),,"Tomate, cebolla, zanahoria, aceite de oliva (5%), azúcar almidón de maíz, ajo, sal y especias.","['Tomate', ' cebolla', ' zanahoria', ' aceite de oliva (5%)', ' azúcar almidón de maíz', ' ajo', ' sal y especias.']",Hacendado,,,Salsa napolitana (con aceite de oliva),Conservas el Cidacos S.A.,,España,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 3,30 Euros",17269,ALIMENTACION
"['ostras', 'trigo']",255 g,,08480000171795,,,,," SALSA OSTRAS, LEE KUM KEE, BOTELLA 255 g",Salsa de ostras para cocinar y dipear,"Calle Valencia Nº 5,  46016 Tavernes Blanques 46016 Valencia",,"Agua, azúcar, extracto de ostras 11% (ostras, agua, sal), sal, almidón de maíz modificado, potenciador del sabor E621, harina de trigo, colorante E150a.","['Agua', ' azúcar', ' extracto de ostras 11% (ostras', ' agua', ' sal)', ' sal', ' almidón de maíz modificado', ' potenciador del sabor E621', ' harina de trigo', ' colorante E150a.']",LEE KUM KEE,,"Una vez abierto, mantener en frío y consumir en 2 meses.",Salsa de Ostras,Mercadona S.A.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 7,06 Euros",17179,ALIMENTACION
[],250 ML,,04006824006699,,,"Sin gluten, Sin adicíon de conservantes, Sin Potenciadores del sabor",," SALSA PATATA GAJOS, DEVELEY, BOTE 250 cc",Develey Salsa Patata Gajos 250ml,82001 Unterhaching,,,"['Ingredientes: agua', ' aceite de soja', ' NATA ÁCIDA', ' almidón modificado de maíz', ' vinagre de alcohol', ' YOGUR', ' YEMA DE HUEVO', ' sal', ' azúcar', ' especias', ' hierbas', ' acidulantes (ácido láctico', ' ácido cítrico)', ' espesante (goma xantana)', ' aroma natural.']",DEVELEY,"Ingredientes: agua, aceite de soja, NATA ÁCIDA, almidón modificado de maíz, vinagre de alcohol, YOGUR, YEMA DE HUEVO, sal, azúcar, especias, hierbas, acidulantes (ácido láctico, ácido cítrico), espesante (goma xantana), aroma natural.",Variante,Salsa Patata Gajos,Develey Senf & Feinkost GmbH,,Polonia,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 LITRO: 5,00 Euros",17348,ALIMENTACION
"['cebada', 'pescado', 'Contiene gluten y pescado']",150 ML,,05000111040983,,,,," SALSA PERRINS, PERRINS, BOTELLA 160 g",LP salsa worcestershire (perrins) cristal 150 ml,"Ctra. Rincón de Soto-Corella km 2,8. 26540 Alfaro (La Rioja)",,"Vinagre de malta (cebada), vinagre de alcohol, melaza, azúcar, sal, anchoas (pescado), extracto de tamarindo, cebolla, ajo, especias, aromas. Contiene gluten y pescado","['Vinagre de malta (cebada)', ' vinagre de alcohol', ' melaza', ' azúcar', ' sal', ' anchoas (pescado)', ' extracto de tamarindo', ' cebolla', ' ajo', ' especias', ' aromas. Contiene gluten y pescado']",LP,,Mantener en un lugar seco y temperatura ambiente,Salsa especiada,H.J. Heinz Foods Spain S.L.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 16,88 Euros",17244,ALIMENTACION
"['leche', 'Frutos de cáscara', 'leche, huevo', 'leche', 'Pecorino Romano DOP', 'leche', 'leche']",190 g,,08015559300091,"Aceite de girasol, albahaca 29,9%, yogur (leche), anacardos (Frutos de cáscara) 4,5%, Grana Padano DOP 4,5% (leche, huevo), proteínas de la leche, sal, azúcar, Pecorino Romano DOP 1,2%, suero de leche, aceite de oliva virgen extra, fécula de patata, aroma natural de albahaca, aroma natural de pimienta blanca, goma garrofín, aroma natural (leche), ajo, perejil, acidulante: acido láctico; antioxidante: acido áscorbico. Puede contener trazas de otros frutos secos , pescado, apio y sulfitos.",,,," SALSA PESTO A LA GENOVESA, GARDENFOOD, TARRO 190 g",Gardenfood Pesto alla Genovese,VIA C. BATTISTI 1059 51015 MONSUMMANO TERME (PT) ITALIA,,"anacardos (Frutos de cáscara), leche, huevo","['Aceite de girasol', ' albahaca 29', '9%', ' yogur (leche)', ' anacardos (Frutos de cáscara) 4', '5%', ' Grana Padano DOP 4', '5% (leche', ' huevo)', ' proteínas de la leche', ' sal', ' azúcar', ' Pecorino Romano DOP 1', '2%', ' suero de leche', ' aceite de oliva virgen extra', ' fécula de patata', ' aroma natural de albahaca', ' aroma natural de pimienta blanca', ' goma garrofín', ' aroma natural (leche)', ' ajo', ' perejil', ' acidulante: acido láctico; antioxidante: acido áscorbico. Puede contener trazas de otros frutos secos ', ' pescado', ' apio y sulfitos.']",-,,,Pesto alla genovese,F.lli Polli S.p.A.,,,190 g,,,ALIÑOS Y CONDIMENTOS,SALSAS PREPARADAS,none,none,none,"1 KILO: 6,58 Euros",17235,ALIMENTACION
[],200 g,,08436008521025,,,,," GUACAMOLE FRESCO, VARIOS, TARRINA 200 g",Guacamole 200 g,Finca El Molino s/n - 29792 Valle Niza (Málaga),,Envasado en atmósfera protectora.,"['Aguacate 95%', ' cebolla y ajo deshidratado', ' sal', ' jalapeño', ' azúcar', ' ácido cítrico', ' ácido ascórbico', ' antioxidantes (E-301 y E-331)', ' conservador (E-202) y cilantro deshidratado.']",Frutas Montosa,"Aguacate 95%, cebolla y ajo deshidratado, sal, jalapeño, azúcar, ácido cítrico, ácido ascórbico, antioxidantes (E-301 y E-331), conservador (E-202) y cilantro deshidratado.",,Guacamole,José Luis Montosa SL.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS REFRIGERADAS Y CONGELADAS,none,none,none,"1 KILO: 7,95 Euros",3852,ALIMENTACION
[],500 g,,08436008521063,,,,," GUACAMOLE FRESCO, VARIOS, TARRINA 500 g",Guacamole  500 g,Finca El Molino s/n - 29792 Valle Niza (Málaga),,Envasado en atmósfera protectora.,"['Aguacate 95%', ' cebolla y ajo deshidratado', ' sal', ' jalapeño', ' azúcar', ' ácido cítrico', ' ácido ascórbico', ' antioxidantes (E-301 y E-331)', ' conservador (E-202) y cilantro deshidratado.']",Frutas Montosa,"Aguacate 95%, cebolla y ajo deshidratado, sal, jalapeño, azúcar, ácido cítrico, ácido ascórbico, antioxidantes (E-301 y E-331), conservador (E-202) y cilantro deshidratado.",,Guacamole,José Luis Montosa SL.,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS REFRIGERADAS Y CONGELADAS,none,none,none,"1 KILO: 6,58 Euros",3840,ALIMENTACION
"['nata', 'queso ', 'leche ', ' quesos', ' mantequilla', ' leche', 'proteína de suero,', 'lácteos', 'soja', 'mostaza', 'huevo', 'piñones', 'pescado.']",200 g,,08480000174086,,,,," SALSA FRESCA CARBONARA, HACENDADO, SOBRE 200 g",Salsas Frescas Carbonara 200g,"Pol. Ind. El Ramal, Crta. de Sartaguda, 10 - 31580 Lodosa (Navarra)",,Sin gluten.,"['Agua', ' nata (25%)', ' queso fundido (24%) (leche desnatada rehidratada', ' quesos', ' mantequilla', ' sales de fundido: polifosfatos de sodio', ' fosfatos de calcio', ' ácido cítrico', ' difosfatos de sodio y proteínas de leche)', ' bacon cocido ahumado (12%) (panceta de cerdo', ' agua', ' sal', ' proteínas de cerdo', ' azúcar', ' estabilizantes: trifosfatos', ' difosfatos y carragenanos', ' aroma de humo', ' conservantes: acetatos de sodio', ' ácido láctico y nitrito sódico y antioxidante: eritorbato sódico)', ' almidón modificado de maíz', ' concentrado de proteína de suero', ' sal', ' aceite de girasol (1%)', ' conservante: sorbato potásico', ' aroma y nuez moscada (0', '02%). Contiene productos lácteos. Puede contener trazas de soja', ' mostaza', ' huevo', ' piñones', ' y pescado.']",Hacendado,"Agua, nata (25%), queso fundido (24%) (leche desnatada rehidratada, quesos, mantequilla, sales de fundido: polifosfatos de sodio, fosfatos de calcio, ácido cítrico, difosfatos de sodio y proteínas de leche), bacon cocido ahumado (12%) (panceta de cerdo, agua, sal, proteínas de cerdo, azúcar, estabilizantes: trifosfatos, difosfatos y carragenanos, aroma de humo, conservantes: acetatos de sodio, ácido láctico y nitrito sódico y antioxidante: eritorbato sódico), almidón modificado de maíz, concentrado de proteína de suero, sal, aceite de girasol (1%), conservante: sorbato potásico, aroma y nuez moscada (0,02%). Contiene productos lácteos. Puede contener trazas de soja, mostaza, huevo, piñones, y pescado.","Conservar en el frigorífico entre 1°C y 5°C.  Una vez abierto, consumir en dos días",Salsa Fresca Carbonara,Productos Naturales de la Vega S.L.U,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS REFRIGERADAS Y CONGELADAS,none,none,none,"1 KILO: 6,00 Euros",17408,ALIMENTACION
"['queso ', 'queso', 'queso', 'leche', 'huevo', 'mantequilla,', 'leche', ' piñones ', 'huevo', 'frutos secos', 'lácteos', 'soja', 'mostaza y pescado.']",150 g,,08480000174031,,,,," SALSA FRESCA PESTO, HACENDADO, SOBRE 150 g",Salsas Frescas Pesto 150 g,"Pol. Ind. El Ramal, Crta. de Sartaguda, 10 - 31580 Lodosa (Navarra)",,Sin gluten. Envasado en atmósfera protectora,"['Aceite de girasol (43%)', ' albahaca (20%)', ' queso rallado (16%) (queso grana', ' queso curado (leche pasteurizada de vaca', ' oveja y cabra', ' cuajo', ' fermentos lácticos', ' sal', ' conservantes: nitrato potásico y sódico', ' lisozima de huevo', ' mantequilla', ' proteína de la leche', ' almidón de patata', ' sales de fundido: polifosfatos', ' fosfatos de potasio y citratos de sodio', ' corrector de acidez: ácido láctico', ' sal y conservante: sorbato potásico)', ' aceite de oliva (12%)', ' piñones (5%)', ' pasta de ajo (2', '5%) (ajo y sal)', ' sal', ' conservante: sorbato potásico.  Contiene huevo', ' frutos secos y productos lácteos. Puede contener trazas de soja', ' mostaza y pescado.']",Hacendado,"Aceite de girasol (43%), albahaca (20%), queso rallado (16%) (queso grana, queso curado (leche pasteurizada de vaca, oveja y cabra, cuajo, fermentos lácticos, sal, conservantes: nitrato potásico y sódico, lisozima de huevo, mantequilla, proteína de la leche, almidón de patata, sales de fundido: polifosfatos, fosfatos de potasio y citratos de sodio, corrector de acidez: ácido láctico, sal y conservante: sorbato potásico), aceite de oliva (12%), piñones (5%), pasta de ajo (2,5%) (ajo y sal), sal, conservante: sorbato potásico.  Contiene huevo, frutos secos y productos lácteos. Puede contener trazas de soja, mostaza y pescado.","Conservar en el frigorífico entre 1°C y 5°C.  Una vez abierto, consumir en dos días",Salsa Fresca Pesto,Productos Naturales de la Vega S.L.U,,,,,,ALIÑOS Y CONDIMENTOS,SALSAS REFRIGERADAS Y CONGELADAS,none,none,none,"1 KILO: 9,33 Euros",17403,ALIMENTACION
